,Hostname,Stage Name,Artist,Timeslot,Date,Year,Day,Weekend,Genre
2477,Winterclubbing,The Rave Cave,Double-U,20:00 - 21:00,26 July,2019,Friday,Weekend 2,Electronic
2478,Winterclubbing,The Rave Cave,Dimitri Wouters,21:00 - 22:30,26 July,2019,Friday,Weekend 2,House
2479,Winterclubbing,The Rave Cave,5napback & Funk D,22:30 - 23:30,26 July,2019,Friday,Weekend 2,Unknown
2480,Winterclubbing,The Rave Cave,Deve & Matizz,23:30 - 00:30,26 July,2019,Friday,Weekend 2,Unknown
2481,Generation Smash,The Rose Garden,Bassjackers,00:00 - 01:00,26 July,2019,Friday,Weekend 2,Electro House
2482,Generation Smash,The Rose Garden,Mr Black,12:30 - 13:30,26 July,2019,Friday,Weekend 2,Unknown
2483,Generation Smash,The Rose Garden,Vito Mendez,13:30 - 14:30,26 July,2019,Friday,Weekend 2,Unknown
2484,Generation Smash,The Rose Garden,Diego Miranda,14:30 - 15:30,26 July,2019,Friday,Weekend 2,Traditional House
2485,Generation Smash,The Rose Garden,Pep & Rash,15:30 - 16:30,26 July,2019,Friday,Weekend 2,"Electronica, Tech House, Traditional House"
2486,Generation Smash,The Rose Garden,Chuckie,16:30 - 17:30,26 July,2019,Friday,Weekend 2,Electro House
2487,Generation Smash,The Rose Garden,Afro Bros,17:30 - 18:30,26 July,2019,Friday,Weekend 2,"Moombahton, Latin House"
2488,Generation Smash,The Rose Garden,D-Wayne b2b Skemaddox,18:30 - 19:30,26 July,2019,Friday,Weekend 2,Unknown
2489,Generation Smash,The Rose Garden,Kristian Nairn,19:30 - 20:30,26 July,2019,Friday,Weekend 2,Deep House
2490,Generation Smash,The Rose Garden,Tony Junior b2b Sidney Samson,20:30 - 21:30,26 July,2019,Friday,Weekend 2,Unknown
2491,Generation Smash,The Rose Garden,Frenna,21:30 - 22:00,26 July,2019,Friday,Weekend 2,Unknown
2492,Generation Smash,The Rose Garden,Wolfpack,22:00 - 23:00,26 July,2019,Friday,Weekend 2,"Commercial Dance, Electro House, Progressive House"
2493,Generation Smash,The Rose Garden,Ummet Ozcan,23:00 - 00:00,26 July,2019,Friday,Weekend 2,Trance
2494,Paradise,Youphoria,DJaxx,12:30 - 14:00,26 July,2019,Friday,Weekend 2,Unknown
2495,Paradise,Youphoria,Niels Feijen,14:00 - 15:30,26 July,2019,Friday,Weekend 2,Unknown
